case,rho,design,parent_n,replicate,observed_n,A,B,C,D,train_n,validation_n,true_membership,logE_true,distance_to_threshold,prediction,arithmetic,method,resolved_bin_L1_Q,bright_probability_RMSE_Q,bright_probability_RMSE_P_reference,record_law_TV,invisible_mass,true_invisible_mass,Q_mass_resolved,seconds,iterations,score,status,tail_feasible,min_mean_loglik_gain,invisible_drift
rho0.55_N16000_r001,0.55,shallow,16000,1,12024,5814,3055,3155,3976,6082,5942,True,-607.3730691575022,610.3688014310562,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.08368972816982856,0.0027271232739845244,0.0053531200802142695,0.042888437444832714,0.1425369565965509,0.1712581898853389,0.662767689219261,0.005045717000029981,37,8.163860817942732e-08,score_tolerance_reached_not_global_certificate,True,1.7763568394002505e-15,2.7755575615628914e-17
rho0.55_N16000_r001,0.55,shallow,16000,1,12024,5814,3055,3155,3976,6082,5942,True,-607.3730691575022,610.3688014310562,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.13409295703633684,0.02052575750808316,0.05078908018542962,0.07479020016537291,0.0,0.1712581898853389,0.7649904133709067,0.005503881000095134,39,9.25476886237675e-08,score_tolerance_reached_not_global_certificate,,8.881784197001252e-16,0.1425369565965509
rho0.55_N16000_r001,0.55,shallow,16000,1,12024,5814,3055,3155,3976,6082,5942,True,-607.3730691575022,610.3688014310562,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4365694398931109,0.15013638615509015,0.17953494614913812,0.32052489448871585,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N16000_r001,0.55,deep,16000,1,12852,7657,2571,2624,3148,6472,6380,True,-723.2537273820387,726.2494596555928,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.12025241704184632,0.0023982883418107556,0.003437036915129342,0.05071711550636775,0.033279071736023486,0.020462128659449963,0.910550880188464,0.009506511999916256,54,7.722154511837904e-08,score_tolerance_reached_not_global_certificate,True,7.817302360990652e-11,0.0
rho0.55_N16000_r001,0.55,deep,16000,1,12852,7657,2571,2624,3148,6472,6380,True,-723.2537273820387,726.2494596555928,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.30838007717381466,0.03499244238453017,0.038056862834052664,0.09988887149284735,0.0,0.020462128659449963,0.9539736959070213,0.006519395999930566,53,8.149888919284365e-08,score_tolerance_reached_not_global_certificate,,1.0446310483303023e-10,0.033279071736023486
rho0.55_N16000_r001,0.55,deep,16000,1,12852,7657,2571,2624,3148,6472,6380,True,-723.2537273820387,726.2494596555928,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.41223851020811364,0.09930628692753937,0.10222162353785569,0.22377447227270242,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N16000_r002,0.55,shallow,16000,2,12213,6091,3042,3080,3787,6055,6158,True,-669.7568844103567,672.7526166839108,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.07596083299219082,0.00429105808236628,0.008638533526710472,0.04259066421100567,0.1425369565965509,0.1712581898853389,0.6812807624126684,0.0055739839999660035,38,7.284354574470559e-08,score_tolerance_reached_not_global_certificate,True,1.7763568394002505e-15,2.7755575615628914e-17
rho0.55_N16000_r002,0.55,shallow,16000,2,12213,6091,3042,3080,3787,6055,6158,True,-669.7568844103567,672.7526166839108,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.14512741720274097,0.024765560244688758,0.055018997438195175,0.07838372700164956,0.0,0.1712581898853389,0.7828739782308748,0.004006607000064832,37,7.477257724097797e-08,score_tolerance_reached_not_global_certificate,,1.7763568394002505e-15,0.1425369565965509
rho0.55_N16000_r002,0.55,shallow,16000,2,12213,6091,3042,3080,3787,6055,6158,True,-669.7568844103567,672.7526166839108,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.44583843153961694,0.14732469018402852,0.17687282493593223,0.3221805665216225,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N16000_r002,0.55,deep,16000,2,13011,7850,2557,2604,2989,6434,6577,True,-765.6021605934201,768.5978928669741,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.11568425175605587,0.0038936557139155814,0.002052978524385272,0.049801122372906,0.033279071736023486,0.020462128659449963,0.9120113235316495,0.009783400000060283,69,8.207999186616404e-08,score_tolerance_reached_not_global_certificate,True,2.6648017126262857e-11,0.0
rho0.55_N16000_r002,0.55,deep,16000,2,13011,7850,2557,2604,2989,6434,6577,True,-765.6021605934201,768.5978928669741,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.3378957550369716,0.039578879384662494,0.04264215991368939,0.10639884172094947,0.0,0.020462128659449963,0.954902901824953,0.007917603999999301,68,8.122891070883043e-08,score_tolerance_reached_not_global_certificate,,3.297273565294745e-11,0.033279071736023486
rho0.55_N16000_r002,0.55,deep,16000,2,13011,7850,2557,2604,2989,6434,6577,True,-765.6021605934201,768.5978928669741,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.44852577796076665,0.10233750798165941,0.10528321450593989,0.23616657359248144,0.0,0.020462128659449963,0.9999999999999999,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N16000_r003,0.55,shallow,16000,3,12045,5918,3087,3040,3955,6121,5924,True,-625.6749638725591,628.6706961461132,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.07533439407953535,0.002129376810287087,0.003793177272049491,0.0417655223541619,0.1425369565965509,0.1712581898853389,0.6644883135968048,0.005671527000004062,38,8.409360563633797e-08,score_tolerance_reached_not_global_certificate,True,0.0,0.0
rho0.55_N16000_r003,0.55,shallow,16000,3,12045,5918,3087,3040,3955,6121,5924,True,-625.6749638725591,628.6706961461132,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.131300929966894,0.01967241941828634,0.04978896998700362,0.07364918025631693,0.0,0.1712581898853389,0.768850128139371,0.004642543000045407,38,8.382968852416184e-08,score_tolerance_reached_not_global_certificate,,1.7763568394002505e-15,0.1425369565965509
rho0.55_N16000_r003,0.55,shallow,16000,3,12045,5918,3087,3040,3955,6121,5924,True,-625.6749638725591,628.6706961461132,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.444147838822111,0.14337394443061882,0.17297012733982894,0.31970143445393107,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N16000_r003,0.55,deep,16000,3,12851,7718,2585,2548,3149,6553,6298,True,-701.2199613862698,704.2156936598238,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.1283676883539376,0.0017067107498788087,0.003373365778052302,0.05154286899995559,0.033279071736023486,0.020462128659449963,0.9071816048842882,0.019559913999955825,104,8.951614573514748e-08,score_tolerance_reached_not_global_certificate,True,6.3797855887059995e-12,0.0
rho0.55_N16000_r003,0.55,deep,16000,3,12851,7718,2585,2548,3149,6553,6298,True,-701.2199613862698,704.2156936598238,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.3140894324624761,0.0344229426657605,0.03747786352125563,0.10069415125432589,0.0,0.020462128659449963,0.9520666091033351,0.012104706000059196,102,9.418563395868773e-08,score_tolerance_reached_not_global_certificate,,8.425260489275388e-12,0.033279071736023486
rho0.55_N16000_r003,0.55,deep,16000,3,12851,7718,2585,2548,3149,6553,6298,True,-701.2199613862698,704.2156936598238,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.43026107710780986,0.09638312278869164,0.09933023012574164,0.22671456294539974,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N16000_r004,0.55,shallow,16000,4,12158,5977,3136,3045,3842,6098,6060,True,-657.89924267194,660.894974945494,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.08204435891990967,0.002330641948247938,0.005696530440898594,0.042904132369380704,0.1425369565965509,0.1712581898853389,0.6705855897567082,0.006473969000012403,38,9.437740822228063e-08,score_tolerance_reached_not_global_certificate,True,2.6645352591003757e-15,0.0
rho0.55_N16000_r004,0.55,shallow,16000,4,12158,5977,3136,3045,3842,6098,6060,True,-657.89924267194,660.894974945494,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.1339016382966691,0.02033026125102903,0.05053592705933268,0.07760182584744153,0.0,0.1712581898853389,0.7688785038665723,0.005722953000031339,38,8.99862797609785e-08,score_tolerance_reached_not_global_certificate,,3.552713678800501e-15,0.1425369565965509
rho0.55_N16000_r004,0.55,shallow,16000,4,12158,5977,3136,3045,3842,6098,6060,True,-657.89924267194,660.894974945494,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.43683741360221007,0.14610283301521054,0.17560672107883604,0.318263050355637,0.0,0.1712581898853389,0.9999999999999999,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N16000_r004,0.55,deep,16000,4,12966,7785,2625,2556,3034,6511,6455,True,-755.7086055015284,758.7043377750824,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.1215354798548153,0.002093157012838028,0.0022610108377000815,0.04942022140351973,0.033279071736023486,0.020462128659449963,0.9051482328133277,0.012394461999974737,76,9.436052339255653e-08,score_tolerance_reached_not_global_certificate,True,7.221778730581718e-12,0.0
rho0.55_N16000_r004,0.55,deep,16000,4,12966,7785,2625,2556,3034,6511,6455,True,-755.7086055015284,758.7043377750824,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.3211244305821152,0.03518379570382274,0.038244559731742,0.10328324863119753,0.0,0.020462128659449963,0.9504809267045997,0.010692938000033791,75,9.203898132525978e-08,score_tolerance_reached_not_global_certificate,,8.783196392414538e-12,0.033279071736023486
rho0.55_N16000_r004,0.55,deep,16000,4,12966,7785,2625,2556,3034,6511,6455,True,-755.7086055015284,758.7043377750824,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4266283350390179,0.09883966893404972,0.1017742318528454,0.22675233551171592,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N16000_r005,0.55,shallow,16000,5,12243,5989,3180,3074,3757,6218,6025,True,-615.757905687434,618.753637960988,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.08940687636739406,0.0016035195050788677,0.00571974204921546,0.04269077800773992,0.1425369565965509,0.1712581898853389,0.6685627191132122,0.005925581000042257,40,8.545260157310313e-08,score_tolerance_reached_not_global_certificate,True,2.3092638912203256e-14,2.7755575615628914e-17
rho0.55_N16000_r005,0.55,shallow,16000,5,12243,5989,3180,3074,3757,6218,6025,True,-615.757905687434,618.753637960988,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.134807446948986,0.021440949880368394,0.05170803681793625,0.07642223839842421,0.0,0.1712581898853389,0.770867695450248,0.005845754000006309,42,8.176621135724815e-08,score_tolerance_reached_not_global_certificate,,7.105427357601002e-15,0.1425369565965509
rho0.55_N16000_r005,0.55,shallow,16000,5,12243,5989,3180,3074,3757,6218,6025,True,-615.757905687434,618.753637960988,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.44510116938568767,0.14723547851114335,0.17677058126457915,0.32250194122865944,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N16000_r005,0.55,deep,16000,5,13033,7746,2668,2619,2967,6619,6414,True,-712.9524744763505,715.9482067499046,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.12191884239953246,0.001692742933923804,0.00150530358693934,0.050341868954906735,0.033279071736023486,0.020462128659449963,0.9020856393830198,0.01631054699998913,68,8.289298704327774e-08,score_tolerance_reached_not_global_certificate,True,6.4792615717124136e-12,0.0
rho0.55_N16000_r005,0.55,deep,16000,5,13033,7746,2668,2619,2967,6619,6414,True,-712.9524744763505,715.9482067499046,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.32152630659483294,0.03660788314600097,0.03967274554705548,0.1022797652018528,0.0,0.020462128659449963,0.9485294124861113,0.00831172300001981,67,8.237580417791435e-08,score_tolerance_reached_not_global_certificate,,8.054890088260436e-12,0.033279071736023486
rho0.55_N16000_r005,0.55,deep,16000,5,13033,7746,2668,2619,2967,6619,6414,True,-712.9524744763505,715.9482067499046,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4415779324669945,0.1014038628093361,0.10434629605249778,0.2323968639454005,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N16000_r006,0.55,shallow,16000,6,12103,5922,3100,3081,3897,6075,6028,True,-665.7100924954053,668.7058247689594,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.0723142579786946,0.0019965981427816503,0.006159640048878763,0.04181990814341478,0.1425369565965509,0.1712581898853389,0.6704431196822994,0.009053193999989162,52,9.138494357477279e-08,score_tolerance_reached_not_global_certificate,True,7.897682507973514e-12,2.7755575615628914e-17
rho0.55_N16000_r006,0.55,shallow,16000,6,12103,5922,3100,3081,3897,6075,6028,True,-665.7100924954053,668.7058247689594,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.13482640687276465,0.021992140993099523,0.05226290997708851,0.07576887493090464,0.0,0.1712581898853389,0.7736841833239217,0.005754799999976967,51,9.557866031961737e-08,score_tolerance_reached_not_global_certificate,,1.0528466987125285e-11,0.1425369565965509
rho0.55_N16000_r006,0.55,shallow,16000,6,12103,5922,3100,3081,3897,6075,6028,True,-665.7100924954053,668.7058247689594,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.44855642448677185,0.1488817164125308,0.17836182930708075,0.3237328986573029,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N16000_r006,0.55,deep,16000,6,12900,7678,2595,2627,3100,6475,6425,True,-743.5097661237954,746.5054983973495,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.12199991875588335,0.0016382809775713708,0.0018350649610395493,0.05040609796915987,0.033279071736023486,0.020462128659449963,0.9049860062530571,0.012838575999921886,87,9.547712516207465e-08,score_tolerance_reached_not_global_certificate,True,1.715960706860642e-11,0.0
rho0.55_N16000_r006,0.55,deep,16000,6,12900,7678,2595,2627,3100,6475,6425,True,-743.5097661237954,746.5054983973495,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.3296623970048859,0.036896439385102,0.03996135484673701,0.10266749308137911,0.0,0.020462128659449963,0.9514290520968782,0.009752383999966696,86,8.994820599461661e-08,score_tolerance_reached_not_global_certificate,,2.035616120110717e-11,0.033279071736023486
rho0.55_N16000_r006,0.55,deep,16000,6,12900,7678,2595,2627,3100,6475,6425,True,-743.5097661237954,746.5054983973495,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4439707315463308,0.1021089490146558,0.10504285473353916,0.23362151617009208,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N16000_r007,0.55,shallow,16000,7,12033,5977,2955,3101,3967,6067,5966,True,-599.9254157607286,602.9211480342826,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.07866906490381922,0.002839169416252965,0.005855546683099075,0.04293745989897447,0.1425369565965509,0.1712581898853389,0.6719676783427327,0.006433309000044574,45,8.743647406711705e-08,score_tolerance_reached_not_global_certificate,True,1.6751933173964062e-11,2.7755575615628914e-17
rho0.55_N16000_r007,0.55,shallow,16000,7,12033,5977,2955,3101,3967,6067,5966,True,-599.9254157607286,602.9211480342826,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.13653541238508687,0.020857564893053838,0.05107918905207359,0.0747785839216236,0.0,0.1712581898853389,0.7728348048676282,0.007102142999997341,44,9.595337102652479e-08,score_tolerance_reached_not_global_certificate,,2.353495176521392e-11,0.1425369565965509
rho0.55_N16000_r007,0.55,shallow,16000,7,12033,5977,2955,3101,3967,6067,5966,True,-599.9254157607286,602.9211480342826,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4389224046090946,0.14527359159698672,0.17473878998506162,0.31949985591346725,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
